confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf	familiar with the airline , the buy - out group -- led	the airline , the buy - out group -- led by United 's pilots union and UAL Chairman			According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .		
1.0	the buy - out group	begun	billing UAL for fees and expenses it owes to investment bankers , law firms and banks			According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .		
1.0	UAL	owes	fees and expenses it owes to investment bankers , law firms and banks			According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .		
1.0	more and more U.S. companies	pouring	After years of talking about selling in Japan			After years of talking about selling in Japan , more and more U.S. companies are seriously pouring in .		
1.0		talking about selling	years of talking about selling in Japan			After years of talking about selling in Japan , more and more U.S. companies are seriously pouring in .		
1.0	the premiums paid by the U.S. government on a purchase of copper for the U.S. Mint were lower than expected , and acted as a price depressant , analysts	acted as a price depressant , analysts said	as a price depressant			Also , the premiums paid by the U.S. government on a purchase of copper for the U.S. Mint were lower than expected , and acted as a price depressant , analysts said .		
1.0	Heathrow authorities	watching	a group of allegedly crooked baggage handlers for some time			Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''		
1.0	Mr. Azoff	produce	films at first			Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .		
1.0	the sources	said	do so later			Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .		
1.0	Mr. Shevardnadze	said	that does n't mean they will be without an agenda .			Although no specific agreements are expected , Mr. Shevardnadze said `` that does n't mean they will be without an agenda . ''		
1.0	Congress and President Bush	fail	to increase the Treasury 's borrowing capacity			Although the Treasury will announce details of the November refunding tomorrow , it could be delayed if Congress and President Bush fail to increase the Treasury 's borrowing capacity .		
1.0	the Treasury	will announce	details of the November refunding tomorrow			Although the Treasury will announce details of the November refunding tomorrow , it could be delayed if Congress and President Bush fail to increase the Treasury 's borrowing capacity .		
1.0	the Treasury	delayed	if Congress and President Bush fail to increase the Treasury 's borrowing capacity			Although the Treasury will announce details of the November refunding tomorrow , it could be delayed if Congress and President Bush fail to increase the Treasury 's borrowing capacity .		
1.0	Mr. Azoff	would develop	musical acts for a new record label			Among other things , they said , Mr. Azoff would develop musical acts for a new record label .		
1.0	collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters	including	sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health			And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .		
1.0	the public	fascinated	always been fascinated by gossip and voyeurism			And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .		
1.0	reporters and editors	will strain	for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health			And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .		
1.0	reporters and editors	justify	creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health			And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .		
1.0	Dewar 's	gave	discounts on Scottish merchandise			And Dewar 's gave discounts on Scottish merchandise to people who sent in bottle labels .		
1.0	people	sent	in bottle labels			And Dewar 's gave discounts on Scottish merchandise to people who sent in bottle labels .		
1.0	Mr. Fingers , the	expect many complete games by pitchers -- perhaps three out of 288 , laughs	many complete games by pitchers -- perhaps three out of 288			And do n't expect many complete games by pitchers -- perhaps three out of 288 , laughs Mr. Fingers , the former Oakland reliever .		
